param m:=150;
param k:=3;
param d: 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 :=
1 0.000000 1.182121 0.848567 1.107715 0.261207 1.042658 0.661720 0.267325 1.626993 0.967472 0.591234 0.445665 1.219878 1.524696 1.439104 2.222217 1.030178 0.131473 1.028034 0.708833 0.463450 0.535316 0.687261 0.631553 0.516261 1.168888 0.387691 0.133848 0.261207 0.854264 1.000913 0.507993 1.401037 1.690777 0.967472 0.713822 0.487996 0.967472 1.435729 0.238288 0.187618 2.874000 1.097525 0.551524 0.794927 1.219878 0.703463 0.921394 0.525499 0.478405 3.434031 2.998651 3.534982 3.496171 3.425482 2.889888 3.039366 2.968429 3.260965 2.819901 3.820359 2.781137 3.678444 3.066992 2.439541 3.164594 2.781098 2.758632 4.105455 3.023729 3.095919 2.893004 3.788321 3.056470 3.036438 3.168825 3.618569 3.630045 3.024186 2.719961 3.158615 3.087234 2.809984 3.525773 2.738540 2.781770 3.325351 3.850560 2.480847 3.141199 3.034978 2.933807 2.995202 3.162138 2.901861 2.476078 2.661386 2.918088 2.753663 2.757034 4.279569 3.683583 4.472085 3.764455 4.170228 5.049614 3.522813 4.606816 4.449572 4.776532 3.658806 3.977701 4.154212 3.959109 4.016986 3.937555 3.751952 5.138508 5.627330 4.165428 4.340582 3.542956 5.218476 3.731953 4.023898 4.268965 3.544497 3.345615 4.129070 4.178713 4.746481 5.067248 4.209909 3.476509 3.741500 5.101910 4.029637 3.633018 3.269719 4.126437 4.322676 4.202774 3.683583 4.346945 4.369858 4.170061 4.081076 3.806067 3.824488 3.336203
2 1.182121 0.000000 0.525499 0.434645 1.393695 2.191488 1.003084 0.935239 0.648528 0.272151 1.730345 0.940412 0.178793 0.758240 2.560641 3.392238 2.185578 1.189410 2.100725 1.872505 1.119331 1.659795 1.453127 0.851659 0.975849 0.166182 0.976481 1.214105 0.994431 0.534650 0.284893 1.138496 2.575244 2.870428 0.272151 0.491738 1.367646 0.272151 0.608502 0.958498 1.172128 1.696834 0.764503 1.281742 1.906761 0.178793 1.870479 0.588493 1.691733 0.704704 3.563617 3.089716 3.578923 2.725775 3.194558 2.520498 3.204517 2.049713 3.114380 2.263667 2.811001 2.631460 2.914746 2.859768 2.104653 3.195278 2.597727 2.266001 3.454998 2.340779 3.137757 2.570182 3.331481 2.752884 2.857966 3.105221 3.426586 3.582862 2.803357 2.080552 2.391434 2.296328 2.328244 3.173837 2.528997 3.021377 3.354564 3.240874 2.273384 2.478853 2.454414 2.813278 2.441408 2.216330 2.414137 2.281089 2.370633 2.710313 1.904031 2.367000 4.398397 3.330689 4.460282 3.613919 4.114975 5.068215 2.887115 4.549649 4.096461 5.097195 3.741661 3.701240 4.120179 3.474130 3.767806 4.007341 3.690442 5.561923 5.456362 3.509357 4.437198 3.239640 5.138918 3.427217 4.178259 4.387289 3.295232 3.240439 3.932144 4.173121 4.639923 5.506830 4.016949 3.231088 3.341293 5.126054 4.219553 3.635626 3.152720 4.164142 4.345190 4.239800 3.330689 4.436809 4.512399 4.129053 3.660953 3.745446 4.016794 3.212493
3 0.848567 0.525499 0.000000 0.284893 0.996055 1.861209 0.499389 0.599382 0.785681 0.377484 1.439104 0.507912 0.499389 0.692326 2.281829 3.043198 1.847258 0.858692 1.861422 1.480821 0.992638 1.286727 0.948969 0.704102 0.587609 0.612721 0.666759 0.928387 0.764503 0.170597 0.311981 1.007802 2.175913 2.509500 0.377484 0.367925 1.192288 0.377484 0.588493 0.679728 0.794573 2.100796 0.363504 0.959024 1.532372 0.499389 1.480444 0.133848 1.371188 0.434645 3.740832 3.236588 3.777769 3.118627 3.472220 2.779882 3.307281 2.426003 3.375650 2.526019 3.242578 2.822957 3.361481 3.096249 2.339503 3.394534 2.763315 2.599354 3.858835 2.720132 3.240439 2.860636 3.673472 3.033322 3.118776 3.333305 3.712374 3.795122 3.032430 2.463175 2.790666 2.708417 2.651351 3.446338 2.676957 3.065060 3.547614 3.646222 2.455633 2.830604 2.775507 3.017012 2.791070 2.620916 2.709049 2.475968 2.600220 2.964311 2.278895 2.636599 4.483208 3.574919 4.664042 3.826820 4.293409 5.280614 3.143727 4.787065 4.412452 5.160145 3.876431 3.968756 4.316595 3.757568 3.958373 4.127915 3.885911 5.611127 5.736275 3.896674 4.581389 3.440529 5.394453 3.703116 4.292622 4.554590 3.542092 3.421648 4.161588 4.396177 4.899546 5.565337 4.241808 3.493698 3.643281 5.338622 4.279933 3.798131 3.328915 4.339962 4.502371 4.410407 3.574919 4.576012 4.618496 4.316025 3.975509 3.935721 4.071385 3.379766
4 1.107715 0.434645 0.284893 0.000000 1.255716 2.109201 0.708833 0.846660 0.525499 0.386549 1.693319 0.737486 0.364407 0.504685 2.545701 3.300776 2.109201 1.115490 2.104880 1.734401 1.197701 1.537493 1.191439 0.865871 0.769670 0.540081 0.888373 1.176986 1.006826 0.267325 0.248918 1.220939 2.429106 2.769779 0.386549 0.563522 1.434889 0.386549 0.353849 0.921394 1.059190 1.863312 0.353849 1.171093 1.764013 0.364407 1.730345 0.238288 1.626993 0.672554 3.782930 3.262197 3.798151 2.954456 3.436682 2.694484 3.340119 2.215835 3.359456 2.395198 3.018918 2.795230 3.215938 3.052530 2.280334 3.418072 2.711686 2.502629 3.731938 2.580423 3.237476 2.810315 3.581907 2.970712 3.098027 3.336887 3.687603 3.791913 2.987193 2.348382 2.631304 2.546448 2.561649 3.363500 2.612413 3.107693 3.564704 3.532857 2.408153 2.688771 2.641204 2.992252 2.683733 2.411619 2.602652 2.432265 2.537626 2.932477 2.102957 2.556540 4.488796 3.486719 4.661542 3.783920 4.271628 5.283734 2.976463 4.774157 4.336639 5.220139 3.891644 3.908771 4.309679 3.642233 3.892683 4.135532 3.866853 5.691300 5.700876 3.754653 4.598603 3.359858 5.379157 3.641829 4.316595 4.577292 3.490979 3.394125 4.112734 4.398336 4.881626 5.654791 4.193889 3.440494 3.544994 5.350504 4.304276 3.788903 3.298129 4.350287 4.502941 4.424955 3.486719 4.587229 4.640787 4.310203 3.889396 3.921856 4.096541 3.339256
5 0.261207 1.393695 0.996055 1.255716 0.000000 0.902816 0.682921 0.466286 1.775488 1.172128 0.540081 0.534650 1.415527 1.641187 1.345109 2.053973 0.888373 0.292428 0.989939 0.499389 0.691519 0.374971 0.535393 0.825395 0.594776 1.393068 0.544302 0.339864 0.522414 1.000913 1.187579 0.722129 1.190768 1.514842 1.172128 0.932573 0.651016 1.172128 1.568272 0.481772 0.272151 3.071980 1.178359 0.585700 0.615511 1.415527 0.491738 1.044827 0.434645 0.694209 3.569312 3.124603 3.677124 3.700544 3.600404 3.057045 3.142057 3.162138 3.432949 2.984324 4.029942 2.928026 3.905852 3.226588 2.609401 3.313771 2.912907 2.956448 4.317200 3.229386 3.195174 3.079123 3.980315 3.233192 3.211304 3.329505 3.796197 3.775016 3.181315 2.933675 3.367576 3.300718 3.004420 3.690574 2.862061 2.859692 3.467619 4.066022 2.627759 3.335230 3.218793 3.082947 3.195131 3.364984 3.081007 2.628849 2.823110 3.090150 2.953275 2.931775 4.353101 3.833968 4.603315 3.903111 4.290174 5.180385 3.672963 4.751794 4.626843 4.836633 3.766625 4.138697 4.284899 4.121881 4.142416 4.034300 3.884834 5.187934 5.784667 4.367553 4.445077 3.676581 5.367851 3.899336 4.116307 4.385225 3.701939 3.477136 4.271865 4.322265 4.901258 5.123096 4.350052 3.640929 3.914656 5.234180 4.094589 3.751952 3.399858 4.248839 4.433052 4.323014 3.833968 4.447991 4.455097 4.296850 4.259897 3.937123 3.889091 3.459604
6 1.042658 2.191488 1.861209 2.109201 0.902816 0.000000 1.524696 1.286727 2.630806 1.990621 0.544302 1.392694 2.247341 2.527013 0.662146 1.218094 0.227463 1.017487 0.450519 0.464653 1.186518 0.599382 1.284190 1.441223 1.396173 2.155137 1.255716 0.998779 1.222969 1.848133 2.006974 1.162591 0.664392 0.771266 1.990621 1.734563 0.996152 1.990621 2.434416 1.246152 1.077352 3.868637 2.052526 1.078906 0.445665 2.216362 0.507993 1.913554 0.557626 1.503614 3.319815 2.952747 3.483277 4.102868 3.614797 3.247566 2.918273 3.723612 3.404194 3.326135 4.608197 2.969334 4.282127 3.273070 2.825053 3.161347 3.003796 3.229644 4.587105 3.600846 3.079991 3.210819 4.133680 3.348912 3.226295 3.246133 3.767352 3.641597 3.241913 3.294180 3.786274 3.738794 3.258387 3.803496 2.994005 2.625169 3.303039 4.319120 2.767449 3.690621 3.539464 3.082985 3.478690 3.923406 3.345251 2.756227 2.984633 3.143317 3.467114 3.142304 4.088862 3.946270 4.390900 3.853609 4.141264 4.919633 4.039645 4.570035 4.669071 4.372870 3.544497 4.154398 4.108506 4.309747 4.167296 3.810880 3.764462 4.637327 5.639147 4.649379 4.164260 3.778130 5.172532 3.949587 3.818146 4.092394 3.730192 3.428694 4.226259 4.125423 4.743575 4.560465 4.297237 3.673977 4.051652 4.960275 3.789515 3.598966 3.370661 4.019049 4.211978 4.087604 3.946270 4.176796 4.147961 4.125501 4.369800 3.807900 3.597943 3.439539
7 0.661720 1.003084 0.499389 0.708833 0.682921 1.524696 0.000000 0.505396 1.189410 0.828514 1.200862 0.298239 0.992282 1.042658 2.017940 2.674272 1.516189 0.648528 1.631668 1.107715 0.992983 0.932462 0.532178 0.720300 0.396049 1.059190 0.514904 0.776277 0.738799 0.509010 0.755561 0.979870 1.795754 2.152563 0.828514 0.692326 1.123957 0.828514 0.967472 0.622543 0.540081 2.548949 0.541696 0.675984 1.149751 0.956809 1.119830 0.481118 1.105371 0.552937 3.779396 3.250800 3.833911 3.403372 3.609454 2.922378 3.277078 2.738833 3.500168 2.695353 3.605998 2.891755 3.690715 3.202353 2.469914 3.458088 2.814530 2.818213 4.131098 2.988782 3.212898 3.024165 3.876943 3.186327 3.247091 3.425092 3.855294 3.861365 3.132561 2.734327 3.084285 3.016878 2.856421 3.584628 2.719014 2.984357 3.600986 3.919321 2.531958 3.072629 2.987755 3.092402 3.021137 2.954399 2.890627 2.562920 2.716414 3.089539 2.576520 2.791070 4.416456 3.686451 4.709717 3.895523 4.319402 5.330533 3.311337 4.867741 4.578380 5.064411 3.864792 4.089516 4.358776 3.911535 4.011428 4.099216 3.934699 5.503567 5.850822 4.155522 4.568804 3.514622 5.487774 3.836309 4.255311 4.568443 3.648771 3.465628 4.241369 4.468020 5.000638 5.470352 4.316104 3.617556 3.811321 5.387313 4.191659 3.816255 3.370710 4.361518 4.503726 4.426005 3.686451 4.558775 4.568730 4.349126 4.146832 3.977652 3.980765 3.413804
8 0.267325 0.935239 0.599382 0.846660 0.466286 1.286727 0.505396 0.000000 1.367646 0.716863 0.846660 0.248918 0.967472 1.282647 1.701891 2.478563 1.286727 0.297906 1.267430 0.942722 0.497837 0.752162 0.727969 0.486549 0.332364 0.927357 0.269025 0.335073 0.248918 0.591234 0.737486 0.551405 1.643116 1.948667 0.716863 0.493247 0.658425 0.716863 1.182468 0.121168 0.289426 2.622306 0.869289 0.577359 0.996152 0.967472 0.935239 0.672554 0.783620 0.238288 3.447786 2.987193 3.527231 3.310414 3.355571 2.765673 3.038742 2.742879 3.208782 2.652211 3.590962 2.706388 3.508033 2.985890 2.320515 3.151751 2.686415 2.618336 3.956830 2.851067 3.057762 2.795846 3.671224 2.957028 2.973721 3.134305 3.563022 3.598639 2.939111 2.558547 2.971953 2.897091 2.674804 3.416249 2.631196 2.786824 3.310201 3.710994 2.379661 2.969334 2.870912 2.868779 2.848901 2.938230 2.757034 2.379505 2.550874 2.842459 2.545525 2.631462 4.269291 3.570677 4.453287 3.698749 4.129566 5.043051 3.339388 4.580474 4.357115 4.827678 3.648127 3.894394 4.126437 3.823403 3.927369 3.922246 3.709321 5.217057 5.584102 4.007675 4.340654 3.434355 5.193743 3.642552 4.029980 4.277074 3.462422 3.285788 4.059693 4.162895 4.714050 5.154469 4.141887 3.394257 3.623318 5.101466 4.035229 3.599786 3.204907 4.115873 4.304276 4.194715 3.570677 4.342148 4.375460 4.141189 3.971805 3.766625 3.828234 3.265249
9 1.626993 0.648528 0.785681 0.525499 1.775488 2.630806 1.189410 1.367646 0.000000 0.775725 2.213239 1.259573 0.552937 0.338552 3.061007 3.821220 2.625885 1.632296 2.620100 2.253276 1.684028 2.053973 1.653567 1.326962 1.286247 0.771376 1.396173 1.694274 1.509407 0.791831 0.679728 1.696827 2.944649 3.290286 0.775725 1.011633 1.925466 0.775725 0.238288 1.435729 1.573773 1.401037 0.696534 1.657028 2.281823 0.552937 2.251593 0.735291 2.149297 1.176986 4.051826 3.519001 4.033944 2.825185 3.572207 2.780979 3.614724 1.994829 3.536770 2.379904 2.719961 2.968726 3.110395 3.202119 2.402244 3.657893 2.862951 2.560355 3.661893 2.528256 3.456655 2.928145 3.610999 3.089752 3.268595 3.543849 3.838933 3.987504 3.128464 2.344235 2.525446 2.435579 2.615602 3.433297 2.747816 3.404801 3.797826 3.497087 2.572272 2.628826 2.626263 3.177566 2.697041 2.174824 2.637248 2.607391 2.666070 3.093203 1.950406 2.642654 4.705656 3.537534 4.852285 3.928019 4.438769 5.483744 2.867150 4.953423 4.394179 5.515554 4.121149 4.000091 4.492881 3.623428 3.965363 4.346931 4.048335 6.026873 5.820220 3.673472 4.822845 3.424819 5.543080 3.728345 4.565349 4.822848 3.601884 3.561297 4.227340 4.605682 5.040407 6.000585 4.306336 3.563953 3.594196 5.550484 4.550718 3.993458 3.460522 4.561150 4.695855 4.630326 3.537534 4.807241 4.873019 4.484681 3.917030 4.098538 4.346518 3.494118
10 0.967472 0.272151 0.377484 0.386549 1.172128 1.990621 0.828514 0.716863 0.775725 0.000000 1.520536 0.719115 0.267325 0.796132 2.360707 3.185073 1.990621 0.993911 1.909325 1.658821 0.937650 1.463556 1.252576 0.749942 0.752085 0.297906 0.809572 1.003084 0.796605 0.364407 0.187618 1.002264 2.342406 2.651091 0.000000 0.338552 1.189755 0.000000 0.671423 0.746952 0.976481 1.934945 0.671423 1.143154 1.699956 0.374971 1.644100 0.454094 1.476447 0.499389 3.572207 3.107273 3.605373 2.909587 3.276570 2.611695 3.208156 2.252030 3.170779 2.402644 3.031087 2.695733 3.087876 2.925894 2.201980 3.224530 2.659168 2.373195 3.621707 2.497646 3.168379 2.665748 3.454180 2.828233 2.922644 3.152346 3.496384 3.632725 2.879044 2.229773 2.567393 2.473372 2.449508 3.273115 2.592067 3.009635 3.384680 3.393117 2.334094 2.639388 2.584236 2.862951 2.576910 2.426835 2.534283 2.332820 2.449541 2.778431 2.107731 2.469129 4.426770 3.440529 4.509322 3.677372 4.172999 5.106996 3.043524 4.595290 4.202272 5.089602 3.773973 3.798683 4.176316 3.615046 3.873741 4.048753 3.739170 5.522765 5.535757 3.669195 4.471742 3.343565 5.193864 3.530996 4.193967 4.400433 3.388221 3.301708 4.016867 4.205761 4.701156 5.462726 4.104133 3.307311 3.436553 5.174215 4.235473 3.670519 3.216666 4.207753 4.397335 4.292966 3.440529 4.469910 4.542196 4.195636 3.790381 3.805119 4.030832 3.272309
