param m = 10;
param k = 3;

param d: 1 2 3 4 5 6 7 8 9 10:=
1 0.0 2.12342851 2.5962907 1.23476781 2.70045261 3.15037454 1.81651333 2.22664513 1.60383861 0.24842893
2 2.12342851 0.0 1.01489764 1.44457633 0.93688126 1.14349838 0.45949558 0.20720841 1.16392406 2.24963448
3 2.5962907 1.01489764 0.0 2.31892009 0.22506083 0.77561416 0.9034603 1.1735315 1.06331354 2.6323253
4 1.23476781 1.44457633 2.31892009 0.0 2.31807578 2.58767545 1.41828848 1.43498289 1.73281161 1.46921903
5 2.70045261 0.93688126 0.22506083 2.31807578 0.0 0.56055562 0.93315695 1.06641343 1.22461897 2.75428741
6 3.15037454 1.14349838 0.77561416 2.58767545 0.56055562 0.0 1.33475639 1.17885604 1.76148546 3.22983297
7 1.81651333 0.45949558 0.9034603  1.41828848 0.93315695 1.33475639 0.0 0.65868988 0.7072649 1.90677493
8 2.22664513 0.20720841 1.1735315  1.43498289 1.06641343 1.17885604 0.65868988 0.0 1.36569588 2.36913648
9 1.60383861 1.16392406 1.06331354 1.73281161 1.22461897 1.76148546 0.7072649 1.36569588 0.0 1.6010099
10 0.24842893 2.24963448 2.6323253  1.46921903 2.75428741 3.22983297 1.90677493 2.36913648 1.6010099 0.0 ;
